name,value,year,lastValue,rank
SCI,7816,2018.9,7732,6
SCI,7816,2019.0,7816,6
SCI,7844,2019.1,7816,6
SCI,7844,2019.2,7844,6
SCI,7945,2019.3,7844,6
SCI,7945,2019.4,7945,6
Language Centre,34,2016.8,34,7
Language Centre,314,2016.9,34,7
Language Centre,314,2017.0,314,7
Language Centre,468,2017.1,314,7
Language Centre,468,2017.2,468,7
Language Centre,468,2017.3,468,7
Language Centre,611,2017.4,468,7
Language Centre,611,2017.5,611,7
Language Centre,661,2017.6,611,7
Language Centre,681,2017.7,661,7
Language Centre,961,2017.8,681,7
Language Centre,986,2017.9,961,7
Language Centre,1048,2018.0,986,7
Language Centre,1114,2018.1,1048,7
Language Centre,1206,2018.2,1114,7
Language Centre,1281,2018.3,1206,7
Language Centre,1336,2018.4,1281,7
Language Centre,1664,2018.5,1336,7
Language Centre,1699,2018.6,1664,7
Language Centre,1774,2018.7,1699,7
Language Centre,1774,2018.8,1774,7
Language Centre,1774,2018.9,1774,7
Language Centre,1774,2019.0,1774,7
Language Centre,2102,2019.1,1774,7
Language Centre,2102,2019.2,2102,7
Language Centre,2102,2019.3,2102,7
Language Centre,2102,2019.4,2102,7
Learning Centre,1500,2016.8,1500,8
Learning Centre,1500,2016.9,1500,8
Learning Centre,1500,2017.0,1500,8
Learning Centre,1500,2017.1,1500,8
Learning Centre,1500,2017.2,1500,8
Learning Centre,1500,2017.3,1500,8
Learning Centre,1500,2017.4,1500,8
Learning Centre,3000,2017.5,1500,8
Learning Centre,3000,2017.6,3000,8
Learning Centre,3000,2017.7,3000,8
Learning Centre,3000,2017.8,3000,8
Learning Centre,3000,2017.9,3000,8
Learning Centre,3000,2018.0,3000,8
Learning Centre,3000,2018.1,3000,8
Learning Centre,3000,2018.2,3000,8
Learning Centre,3000,2018.3,3000,8
Learning Centre,3000,2018.4,3000,8
Learning Centre,3000,2018.5,3000,8
Learning Centre,4500,2018.6,3000,7
Learning Centre,4500,2018.7,4500,7
Learning Centre,4500,2018.8,4500,7
Learning Centre,4500,2018.9,4500,7
Learning Centre,4500,2019.0,4500,7
Learning Centre,4500,2019.1,4500,7
Learning Centre,4500,2019.2,4500,7
Learning Centre,4500,2019.3,4500,7
Learning Centre,4500,2019.4,4500,7
